schema,category,brand,system,rep,actual,forecast,ape,outcome,latency_s,tokens_in,tokens_out,tokens_cached_in,tokens_reasoning,tokens,containers,cost_usd_est,error,trace,answer
v6-shared-composition+af04a42a478b,CSD,HARBOE,E_prometheus_model,0,6365899.7748,4969049.5,21.94269976303366,ok,33.73,29292,2040,0,0,31332,0,0.20766,,"{""scenario"": ""E_prometheus_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:23:17"", ""tool"": ""forecast_demand+prometheus"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 0, ""tool_calls"": [], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": null, ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""payload_complete"": true, ""tool_returned_forecast"": true, ""months_ahead"": 3}","Forecast: 4,969,050 units  
Range: 654,488 to 37,726,335 units (90% interval)  
Confidence: low -- the model is only marginally better than a seasonal baseline on weighted error, and the 90% interval is very wide, indicating high historical volatility and limited precision for HARBOE in CSD Danish retail.  
Recommendation: for Royal Unibrew category planning, use the midpoint as the central competitor-volume assumption, but stress-test plans against materially higher HARBOE volume rather than making irreversible space, supply, or promotion decisions from this forecast alone.  
FORECAST=4969050"
v6-shared-composition+af04a42a478b,CSD,HARBOE,F_llm_data_model,0,6365899.7748,5900000.0,7.318679075726371,ok,118.13,32766,13554,13056,13365,46320,1,0.541698,,"{""scenario"": ""F_llm_data_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:25:15"", ""tool"": ""code_interpreter+forecast_demand"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 4, ""payload_complete"": true, ""months_ahead"": 3, ""model_forecast"": 4969049.5, ""deviates_from_model"": true, ""via_sentinel"": true}","Forecast: 5,900,000 units  
Range: 4,600,000 to 7,500,000 units (90% interval)  
Confidence: medium-low -- March is consistently a strong month for HARBOE, and the brand’s own seasonal history points closer to 6.0–6.3m units, but recent sales are highly promotion- and distribution-driven. The dedicated model is lower at 5.0m and explicitly low-confidence, so I would not plan solely against it.  
Recommendation: plan base supply around 5.9m units, but secure capacity and retail execution up to roughly 7.5m if March promotions, TPR, or display support are confirmed. Re-check after January/February sell-out and final promo calendars; under-supplying a strong HARBOE promo month is the bigger commercial risk.  
FORECAST=5900000"
v6-shared-composition+af04a42a478b,CSD,HARBOE,G_prometheus_data_model,0,6365899.7748,6300000.0,1.0351996910298542,ok,83.69,66088,5898,0,0,71986,0,0.50738,,"{""scenario"": ""G_prometheus_data_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:26:39"", ""tool"": ""prometheus+forecast_demand"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 2, ""tool_calls"": [""execute_code"", ""execute_code""], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": ""ims9rtkam0rv4cbbqwmyb"", ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""payload_complete"": true, ""months_ahead"": 3, ""history_months"": 39, ""model_forecast"": 4969049.5, ""deviates_from_model"": true}","Forecast: 6,300,000 units  
Range: 4,400,000 to 8,600,000 units (90% interval)  
Confidence: low-medium -- HARBOE is a competitor brand, and the forecast is uncertain because recent unit sales are promotion-sensitive and volatile; multiple benchmarks point to the low-to-mid 6m range, while the supplied model was lower and flagged low confidence.  
Recommendation: for Royal Unibrew category planning, use 6,300,000 units as the base assumption for HARBOE competitive pressure, but scenario-plan against the full range and update once January-February 2026 actuals and promo/distribution signals are visible.  
FORECAST=6300000"
v6-shared-composition+af04a42a478b,CSD,7-UP,B_llm_data,0,13041.5455,25000.0,91.69507172290278,ok,134.86,31404,13818,0,13692,45222,1,0.60156,,"{""scenario"": ""B_llm_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:29:44"", ""tool"": ""code_interpreter"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 8, ""via_sentinel"": true}","Forecast: 25,000 units  
Range: 16,000 to 37,000 units (90% interval)  
Confidence: medium-low -- the history is short, 2025 shows a clear distribution/velocity step-down versus 2024, and March volume is sensitive to promotion/distribution levels.  
Recommendation: plan the base buy around 25k units, but only build toward the upper end if March promo support and weighted distribution are confirmed at or above March 2025 levels; otherwise keep replenishment flexible and monitor early-month sell-out closely.  
FORECAST=25000"
v6-shared-composition+af04a42a478b,CSD,7-UP,C_llm_model,0,13041.5455,14951.7,14.646688155173024,ok,6.46,1030,122,0,0,1152,0,0.00881,,"{""scenario"": ""C_llm_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:29:50"", ""tool"": ""forecast_demand"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""tool_returned_forecast"": true, ""payload_complete"": true}","Forecast: 14,952 units
Range: 1,968 to 113,517 units (90% interval)
Confidence: low -- the prediction interval is very wide, indicating high uncertainty despite the model performing slightly better than the seasonal naive baseline.
Recommendation: plan close to the midpoint, but avoid committing to the upper bound unless there are confirmed promotions or distribution changes; use flexible replenishment and monitor early March sales signals closely.
FORECAST=14952"
v6-shared-composition+af04a42a478b,CSD,7-UP,D_prometheus_data,0,13041.5455,19000.0,45.688254509406114,ok,80.13,62911,4991,0,0,67902,0,0.464285,,"{""scenario"": ""D_prometheus_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:31:10"", ""tool"": ""prometheus"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 2, ""tool_calls"": [""execute_code"", ""execute_code""], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": ""ia1saa6pz1jvob8alr36g"", ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""history_months"": 39, ""history_ends"": ""2025-12""}","Forecast: 19,000 units  
Range: 12,000 to 31,000 units (90% interval)  
Confidence: low-to-medium -- March has some historical reference points, but 7-UP’s 2025 run-rate fell sharply versus 2024 and recent months appear volatile, making the 2026 estimate uncertain.  
Recommendation: plan March 2026 against the midpoint of about 19,000 units, but keep replenishment flexibility up to the upper range if promotion or distribution support is stronger than recent levels. 7-UP is treated as Royal Unibrew in the corporation grouping. Verification checks included comparison to prior March actuals, recent run-rate, and volatility.  
FORECAST=19000"
v6-shared-composition+af04a42a478b,CSD,7-UP,E_prometheus_model,0,13041.5455,14951.7,14.646688155173024,ok,33.19,29301,1985,0,0,31286,0,0.206055,,"{""scenario"": ""E_prometheus_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:31:44"", ""tool"": ""forecast_demand+prometheus"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 0, ""tool_calls"": [], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": null, ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""payload_complete"": true, ""tool_returned_forecast"": true, ""months_ahead"": 3}","Forecast: 14,952 units  
Range: 1,968 to 113,517 units (90% interval)  
Confidence: low -- the model confidence is 5.9/100 and the forecast interval is very wide versus the midpoint, indicating highly uncertain or volatile 7-UP unit sales history.  
Recommendation: plan Royal Unibrew category activity against the midpoint of roughly 15k units, but keep replenishment flexible and only build toward the upper range if confirmed listings, promotions, or early March order signals support it.  
FORECAST=14952"
v6-shared-composition+af04a42a478b,CSD,7-UP,F_llm_data_model,0,13041.5455,19000.0,45.688254509406114,ok,139.01,34911,12279,11008,12129,47190,1,0.523389,,"{""scenario"": ""F_llm_data_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:34:03"", ""tool"": ""code_interpreter+forecast_demand"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 10, ""payload_complete"": true, ""months_ahead"": 3, ""model_forecast"": 14951.7, ""deviates_from_model"": true, ""via_sentinel"": true}","Forecast: 19,000 units  
Range: 10,000 to 35,000 units (90% interval)  
Confidence: low -- 7-UP’s 2025 run-rate fell sharply versus 2024, distribution is materially lower, and March volumes are promotion-sensitive. The dedicated model also flags low confidence, with a point below seasonal-naive history.  
Recommendation: plan the base buy around ~19k units, but do not commit to the upper half of the range unless March promo/display support and distribution are confirmed. If a national promotion is booked, raise the plan closer to 30k; otherwise keep inventory lean and monitor January/February sell-out closely.  
FORECAST=19000"
v6-shared-composition+af04a42a478b,CSD,7-UP,G_prometheus_data_model,0,13041.5455,19500.0,49.52215594386416,ok,101.31,88603,8064,0,0,96667,0,0.684935,,"{""scenario"": ""G_prometheus_data_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:35:44"", ""tool"": ""prometheus+forecast_demand"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 4, ""tool_calls"": [""execute_code"", ""execute_code"", ""execute_code"", ""execute_code""], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": ""irntmiwaeqxlbp22byodt"", ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""payload_complete"": true, ""months_ahead"": 3, ""history_months"": 39, ""model_forecast"": 14951.7, ""deviates_from_model"": true}","Forecast: 19,500 units  
Range: 9,000 to 42,000 units (90% interval)  
Confidence: low-to-medium -- 7-UP’s recent unit history is volatile, and weighted distribution was much lower in 2025 than in 2024, making the March 2026 estimate uncertain.  
Recommendation: plan against the midpoint, but only hold cover toward the upper bound if March 2026 distribution or promo support is confirmed; otherwise avoid planning around the stronger March 2024-2025 levels.  
FORECAST=19500"
v6-shared-composition+af04a42a478b,CSD,ØRBÆK,B_llm_data,0,2850.1309,2857.0,0.2410099830853344,ok,146.19,27175,11131,0,10987,38306,1,0.499805,,"{""scenario"": ""B_llm_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:39:02"", ""tool"": ""code_interpreter"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 7, ""via_sentinel"": true}","Forecast: 2,857 units  
Range: 2,320 to 3,600 units (90% interval)  
Confidence: medium -- March has a consistent seasonal level, and the model ensemble clustered tightly around ~2.85k units, but the brand is small and month-to-month sales are volatile, with unknown 2026 promo/distribution support.  
Recommendation: plan base supply and shelf expectations around ~2.9k units, but keep replenishment flexibility up to ~3.6k units; re-forecast after January/February 2026 actuals and lock any March promo/display decisions only if they materially change expected distribution.  
FORECAST=2857"
v6-shared-composition+af04a42a478b,CSD,ØRBÆK,C_llm_model,0,2850.1309,2769.1,2.843058892488068,ok,3.96,1041,115,0,0,1156,0,0.008655,,"{""scenario"": ""C_llm_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:39:06"", ""tool"": ""forecast_demand"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""tool_returned_forecast"": true, ""payload_complete"": true}","Forecast: 2,769 units
Range: 364 to 21,023 units (90% interval)
Confidence: low -- the prediction interval is very wide relative to the midpoint, indicating high uncertainty for ØRBÆK in CSD.
Recommendation: plan close to the midpoint for base replenishment, but use flexible ordering or contingency stock rather than committing fully to the upper bound.

FORECAST=2769"
v6-shared-composition+af04a42a478b,CSD,ØRBÆK,D_prometheus_data,0,2850.1309,2856.0,0.2059238752858646,ok,112.44,58436,11411,0,0,69847,0,0.63451,,"{""scenario"": ""D_prometheus_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:40:58"", ""tool"": ""prometheus"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 2, ""tool_calls"": [""execute_code"", ""execute_code""], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": ""i5jjbum3bnjm0pjwa26yq"", ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""history_months"": 39, ""history_ends"": ""2025-12""}","Forecast: 2,856 units  
Range: 2,410 to 3,569 units (90% interval)  
Confidence: medium-low -- March has been fairly stable historically, but ØRBÆK is small in absolute volume and the available monthly history is short and somewhat volatile. The supplied material did not verify whether ØRBÆK is Royal Unibrew or a competitor brand.  
Recommendation: plan Danish retail CSD category volume around the midpoint, but use the upper bound for supply-risk planning if stockout avoidance is important; avoid brand-specific activation decisions until ownership and distribution context are verified.  
FORECAST=2856"
v6-shared-composition+af04a42a478b,CSD,ØRBÆK,E_prometheus_model,0,2850.1309,2769.1,2.843058892488068,ok,34.68,29010,2121,0,0,31131,0,0.20868,,"{""scenario"": ""E_prometheus_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:41:33"", ""tool"": ""forecast_demand+prometheus"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 0, ""tool_calls"": [], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": null, ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""payload_complete"": true, ""tool_returned_forecast"": true, ""months_ahead"": 3}","ØRBÆK is forecast to sell 2,769 units in CSD in Danish retail in 2026-03, with a very wide 90% interval of 364 to 21,023 units, so confidence is low.

Forecast: 2,769 units  
Range: 364 to 21,023 units (90% interval)  
Confidence: low -- the supplied forecast shows high uncertainty, with a wide interval and historical median MAPE of 41.4%, despite WMAPE of 18.4%.  
Recommendation: plan Royal Unibrew category activity against the midpoint, but keep replenishment flexible and validate against confirmed March listings, distribution, and campaign changes before committing to the upper range. Assumption: this uses the supplied analysis-engine material only, with no new warehouse query.  
FORECAST=2769"
v6-shared-composition+af04a42a478b,CSD,ØRBÆK,F_llm_data_model,0,2850.1309,2800.0,1.7588981614844463,ok,108.2,28186,9980,11008,9817,38166,1,0.420794,,"{""scenario"": ""F_llm_data_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T19:43:21"", ""tool"": ""code_interpreter+forecast_demand"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 10, ""payload_complete"": true, ""months_ahead"": 3, ""model_forecast"": 2769.1, ""deviates_from_model"": true, ""via_sentinel"": true}","Forecast: 2,800 units  
Range: 1,900 to 3,700 units (90% interval)  
Confidence: medium-low -- recent March sales have been fairly stable around 2.6k-3.0k units and the dedicated model is close at 2,769, but ØRBÆK is a small brand with volatile promo/distribution effects and the model’s own confidence is low.  
Recommendation: plan base supply around 2,800 units, but keep replenishment flexibility up to about 3,700 if January-February sell-out, distribution, or March promo support comes in stronger than expected. Avoid committing inventory anywhere near the model’s very wide upper tail unless a confirmed promotion or listing expansion appears.  
FORECAST=2800"
v6-shared-composition+af04a42a478b,CSD,HARBOE,A_llm_plain,1,6365899.7748,7200000.0,13.10262892453731,ok,74.84,77003,3634,3712,3438,80637,0,0.477331,,"{""scenario"": ""A_llm_plain"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:12:29"", ""tool"": ""web_search"", ""wrote_code"": false, ""used_web"": true, ""via_sentinel"": true, ""target_month"": ""2026-03"", ""retrieval_suspected"": false}","Forecast: 7,200,000 units  
Range: 5,600,000 to 9,200,000 units (90% interval)  
Confidence: low-medium -- this is a modeled estimate without Harboe internal POS data; the main anchors are Denmark retail soft-drink volume, Harboe’s reported soft-drink share and distribution gains, and the uncertainty is mostly unit-size mix and March promotion timing. ([food.dtu.dk](https://www.food.dtu.dk/-/media/institutter/foedevareinstituttet/publikationer/pub-2025/markeds-og-vareundersoegelse-af-energidrikke-i-danmark-final-report.pdf))  
Recommendation: plan base supply to the midpoint, but secure flexible replenishment up to the upper half of the range; March 2026 likely benefited from broader distribution, early-2026 advertising, and pre-Easter stock-up, so under-ordering is the bigger commercial risk than modest excess stock.  
FORECAST=7200000"
v6-shared-composition+af04a42a478b,CSD,HARBOE,A_llm_plain,2,6365899.7748,4400000.0,30.881726768338314,ok,64.67,53195,3679,0,3475,56874,0,0.376345,,"{""scenario"": ""A_llm_plain"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:13:34"", ""tool"": ""web_search"", ""wrote_code"": false, ""used_web"": true, ""via_sentinel"": true, ""target_month"": ""2026-03"", ""retrieval_suspected"": false}","Forecast: 4,400,000 units  
Range: 3,100,000 to 6,100,000 units (90% interval)  
Confidence: low-medium -- there is no public monthly scanner unit data; this is triangulated from Harboe’s expanded Danish retail distribution, reported 54% Danish consumer penetration for Harboe soft drinks in 2025, Danish soft-drink growth of 2.6%, and the Harboe Sodavand campaign launched on March 9, 2026. ([harboes.gcs-web.com](https://harboes.gcs-web.com/static-files/5b7da5bb-a45d-42fa-8a08-d0154dae2c44))  
Recommendation: plan replenishment around the midpoint, but protect the upper half of the range for core cola/orange/squash and zero-sugar SKUs during campaign and promotion weeks; the main risk is under-allocating fast-moving discount CSD after broader distribution.  
FORECAST=4400000"
v6-shared-composition+af04a42a478b,CSD,HARBOE,B_llm_data,1,6365899.7748,6850000.0,7.604584462927858,ok,136.74,33009,14578,14080,14453,47587,1,0.569025,,"{""scenario"": ""B_llm_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:15:51"", ""tool"": ""code_interpreter"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 12, ""via_sentinel"": true}","Forecast: 6,850,000 units  
Range: 5,300,000 to 8,800,000 units (90% interval)  
Confidence: medium-low -- HARBOE has a clear March seasonal lift, but the history is only 39 months and recent sales are highly promotion- and distribution-sensitive.  
Recommendation: plan the base buy around 6.85m units, but only commit toward the upper end if March TPR/display support is confirmed; otherwise hold flexible safety stock and watch Jan-Feb sell-out and distribution closely.  
FORECAST=6850000"
v6-shared-composition+af04a42a478b,CSD,HARBOE,B_llm_data,2,6365899.7748,6550000.0,2.8919749244054693,ok,88.96,25825,5913,13056,5768,31738,1,0.277763,,"{""scenario"": ""B_llm_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:17:20"", ""tool"": ""code_interpreter"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""history_months"": 39, ""history_ends"": ""2025-12"", ""code_calls"": 10, ""via_sentinel"": true}","Forecast: 6,550,000 units  
Range: 5,100,000 to 8,500,000 units (90% interval)  
Confidence: medium-low -- HARBOE has only 39 months of history, and recent 2025 months show a step-up in distribution and strong promo-driven volatility, so March 2026 is meaningfully dependent on promo execution.  
Recommendation: plan the core forecast around 6.55M units, but reserve supply and display capacity toward the upper bound if March promotions are confirmed; if promo support is weaker than in 2025, expect demand closer to the lower half of the range.  
FORECAST=6550000"
v6-shared-composition+af04a42a478b,CSD,HARBOE,C_llm_model,1,6365899.7748,4969049.5,21.94269976303366,ok,10.84,1034,129,0,0,1163,0,0.00904,,"{""scenario"": ""C_llm_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:17:31"", ""tool"": ""forecast_demand"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""tool_returned_forecast"": true, ""payload_complete"": true}","Forecast: 4,969,050 units
Range: 654,488 to 37,726,335 units (90% interval)
Confidence: low -- the prediction interval is very wide, so uncertainty around HARBOE demand in CSD for 2026-03 is high.
Recommendation: plan initial purchasing close to the midpoint, but stage replenishment and monitor sell-out closely; avoid committing to the upper bound unless early March demand confirms uplift.

FORECAST=4969050"
v6-shared-composition+af04a42a478b,CSD,HARBOE,C_llm_model,2,6365899.7748,4969049.5,21.94269976303366,ok,4.83,1034,201,0,88,1235,0,0.0112,,"{""scenario"": ""C_llm_model"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:17:37"", ""tool"": ""forecast_demand"", ""wrote_code"": false, ""target_month"": ""2026-03"", ""tool_returned_forecast"": true, ""payload_complete"": true}","Forecast: 4,969,050 units
Range: 654,488 to 37,726,335 units (90% interval)
Confidence: low -- the model reports a wide prediction interval and moderate historical error, so uncertainty is high.
Recommendation: plan near the midpoint, but keep flexible replenishment or contingency cover because the upper-bound risk is very large.
FORECAST=4969050"
v6-shared-composition+af04a42a478b,CSD,HARBOE,D_prometheus_data,1,6365899.7748,6412572.0,0.7331599122052866,ok,89.43,65319,5237,0,0,70556,0,0.483705,,"{""scenario"": ""D_prometheus_data"", ""model"": ""gpt-5.5-2026-04-23"", ""temperature"": null, ""decoding"": ""temperature/top_p unsupported by the model; defaults used"", ""reasoning_effort"": ""medium"", ""prompt_schema_id"": ""v6-shared-composition+af04a42a478b"", ""run_at"": ""2026-09-12T20:19:06"", ""tool"": ""prometheus"", ""wrote_code"": true, ""target_month"": ""2026-03"", ""engine_available"": true, ""orchestrator"": ""prometheus_graph_engine"", ""via_sentinel"": true, ""sql_calls"": [], ""code_calls"": 2, ""tool_calls"": [""execute_code"", ""execute_code""], ""engine_verdict"": ""ok"", ""usage_reported"": true, ""sandbox_killed"": ""iu6cwnm7lfv497qz2tpw2"", ""coder_reasoning_effort"": ""medium"", ""coder_request_limit"": 40, ""vendor_coder_model"": ""gpt-5.5"", ""history_months"": 39, ""history_ends"": ""2025-12""}","Forecast: 6,412,572 units  
Range: 4,981,554 to 8,254,669 units (90% interval)  
Confidence: medium-low -- HARBOE is a competitor to Royal Unibrew, and the forecast is supported by March seasonality and recent growth, but uncertainty is wide because there are only three prior March observations, 2025 was volatile, and recent unit sales stepped up versus 2024. The analysis engine completed its forecast checks and found the interval appropriately wide for the volatility.  
Recommendation: plan Royal Unibrew CSD availability and promotional resilience against the midpoint, but monitor competitor pressure up to the upper bound; I would not recommend actions that help HARBOE improve performance.  
FORECAST=6412572"
